(21/05/2024|01:00:06) [MONOB3|A8:A7:95:DB:FD:92|187.19.188.243] : MobName:ErroR403 dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:HorizonAmald
(21/05/2024|01:55:10) [DORITUS02|22:18:4D:06:14:ED|177.149.131.127] : MobName:Farmador dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:MorlockAmald
(21/05/2024|01:55:12) [DORITUS02|22:18:4D:06:14:ED|177.149.131.127] : MobName:Farmador dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:MorlockAmald
(21/05/2024|01:55:16) [PDRLOCO2|FA:15:AD:C0:8A:CB|24.152.110.19] : MobName:I-B3T365-I dropou o item: Poeira_de_Oriharucon:412 59.230.59.177.59.161 do mob:MorlockAmald
(21/05/2024|01:55:33) [VALORES|58:91:CF:93:12:45|149.102.233.206] : MobName:Jhay dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:GargulaAmald
(21/05/2024|01:55:34) [LELEO17|04:7C:16:11:36:0A|138.255.58.218] : MobName:Bjorn dropou o item: Pedra_do_Sábio:1774 0.0.0.0.0.0 do mob:Demonio do Vale
(21/05/2024|01:55:34) [SARGENTO01|30:8D:99:14:82:E6|45.178.19.208] : MobName:SARGENT0 dropou o item: Esmeralda:2442 0.0.0.0.0.0 do mob:Morlock
(21/05/2024|01:55:42) [SARGENTO01|30:8D:99:14:82:E6|45.178.19.208] : MobName:SARGENT0 dropou o item: Diamante:2441 0.0.0.0.0.0 do mob:Morlock
(21/05/2024|01:55:42) [SARGENTO01|30:8D:99:14:82:E6|45.178.19.208] : MobName:SARGENT0 dropou o item: Garnet:2444 0.0.0.0.0.0 do mob:Morlock
(21/05/2024|01:55:54) [VALORES1|58:91:CF:93:12:45|5.62.43.245] : MobName:Jhow dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:GargulaAmald
(21/05/2024|01:55:57) [PDRLOCO2|FA:15:AD:C0:8A:CB|24.152.110.19] : MobName:I-B3T365-I dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:MorlockAmald
(21/05/2024|01:56:10) [LKSLAN|70:4D:7B:CE:F9:E7|177.12.16.242] : MobName:Solitario dropou o item: Esmeralda:2442 0.0.0.0.0.0 do mob:Cria de Aranha
(21/05/2024|01:56:13) [PDRLOCO2|FA:15:AD:C0:8A:CB|24.152.110.19] : MobName:I-B3T365-I dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:MorlockAmald
(21/05/2024|01:56:23) [PDRLOCO2|FA:15:AD:C0:8A:CB|24.152.110.19] : MobName:I-B3T365-I dropou o item: Poeira_de_Oriharucon:412 59.192.59.83.59.131 do mob:MorlockAmald
(21/05/2024|01:56:30) [SARGENTO01|30:8D:99:14:82:E6|45.178.19.208] : MobName:SARGENT0 dropou o item: Coral:2443 0.0.0.0.0.0 do mob:Morlock
(21/05/2024|01:56:46) [DORITUS02|22:18:4D:06:14:ED|177.149.131.127] : MobName:Farmador dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:MorlockAmald
(21/05/2024|01:56:50) [OLIVEIRA3|2C:8D:B1:3C:6D:B4|131.221.90.121] : MobName:Dodo3 dropou o item: Diamante:2441 0.0.0.0.0.0 do mob:Morlock
(21/05/2024|01:56:50) [OLIVEIRA3|2C:8D:B1:3C:6D:B4|131.221.90.121] : MobName:Dodo3 dropou o item: Pedra_do_Sábio:1774 0.0.0.0.0.0 do mob:Morlock
(21/05/2024|01:56:51) [VALORES1|58:91:CF:93:12:45|5.62.43.245] : MobName:Jhow dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:GargulaAmald
(21/05/2024|01:56:54) [OLIVEIRA2|2C:8D:B1:3C:6D:B4|131.221.90.121] : MobName:Dodo2 dropou o item: Diamante:2441 0.0.0.0.0.0 do mob:Morlock
(21/05/2024|01:57:24) [DORITUS01|22:18:4D:06:14:ED|177.149.131.127] : MobName:DODO dropou o item: Esmeralda:2442 0.0.0.0.0.0 do mob:Cria de Aranha
(21/05/2024|01:57:35) [OLIVEIRA3|2C:8D:B1:3C:6D:B4|131.221.90.121] : MobName:Dodo3 dropou o item: Poeira_de_Oriharucon:412 59.170.59.117.59.125 do mob:Morlock
(21/05/2024|01:57:36) [THALES0101|40:8D:5C:ED:54:CF|177.137.198.142] : MobName:Barbecue dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:GargulaAmald
(21/05/2024|01:57:45) [LKSLAN|70:4D:7B:CE:F9:E7|177.12.16.242] : MobName:Solitario dropou o item: Esmeralda:2442 0.0.0.0.0.0 do mob:Cria de Aranha
(21/05/2024|01:58:10) [SARGENTO01|30:8D:99:14:82:E6|45.178.19.208] : MobName:SARGENT0 dropou o item: Coral:2443 0.0.0.0.0.0 do mob:Morlock
(21/05/2024|01:58:20) [LELEO17|04:7C:16:11:36:0A|138.255.58.218] : MobName:Bjorn dropou o item: Pedra_do_Sábio:1774 0.0.0.0.0.0 do mob:Demonio do Vale
(21/05/2024|01:58:27) [WELXXD2|3C:7C:3F:78:2D:AB|138.204.211.206] : MobName:Shimura dropou o item: Garnet:2444 0.0.0.0.0.0 do mob:Cria de Aranha
(21/05/2024|01:58:36) [DORITUS02|22:18:4D:06:14:ED|177.149.131.127] : MobName:Farmador dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:MorlockAmald
(21/05/2024|01:58:38) [PDRLOCO2|FA:15:AD:C0:8A:CB|24.152.110.19] : MobName:I-B3T365-I dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:MorlockAmald
(21/05/2024|01:58:40) [OLIVEIRA2|2C:8D:B1:3C:6D:B4|131.221.90.121] : MobName:Dodo2 dropou o item: Diamante:2441 0.0.0.0.0.0 do mob:Morlock
(21/05/2024|01:58:47) [PDRLOCO2|FA:15:AD:C0:8A:CB|24.152.110.19] : MobName:I-B3T365-I dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:MorlockAmald
(21/05/2024|01:58:53) [PDRLOCO2|FA:15:AD:C0:8A:CB|24.152.110.19] : MobName:I-B3T365-I dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:MorlockAmald
(21/05/2024|01:58:54) [LKSLAN|70:4D:7B:CE:F9:E7|177.12.16.242] : MobName:Solitario dropou o item: Moeda_de_Prata(1Mi):4026 43.4.0.0.0.0 do mob:Cria de Aranha
(21/05/2024|01:59:03) [DORITUS01|22:18:4D:06:14:ED|177.149.131.127] : MobName:DODO dropou o item: Garnet:2444 0.0.0.0.0.0 do mob:Cria de Aranha
(21/05/2024|01:59:36) [PDRLOCO2|FA:15:AD:C0:8A:CB|24.152.110.19] : MobName:I-B3T365-I dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:MorlockAmald
(21/05/2024|01:59:49) [THALES0101|40:8D:5C:ED:54:CF|177.137.198.142] : MobName:Barbecue dropou o item: Moeda_de_Prata(1Mi):4026 0.0.0.0.0.0 do mob:GargulaAmald
(21/05/2024|01:59:54) [WELXXD2|3C:7C:3F:78:2D:AB|138.204.211.206] : MobName:Shimura dropou o item: Garnet:2444 0.0.0.0.0.0 do mob:Cria de Aranha
